"","V_plasma","V_inter","V_muscle","kgut","Km","Vmax","m_K_ALDO","P_ECF","FF","GFR","dtKsec_eq","A_dtKsec","B_dtKsec","cdKsec_eq","A_cdKsec","B_cdKsec","A_cdKreab","A_insulin","B_insulin","KMuscleBase","Kecf_base","ALD_eq","etapsKreab"
"1954",-2.33438484542603e-07,6.15187900621095e-11,-1.69848135556094e-10,1.13316332317481e-07,-5.28380742992148,-8.39512779293726e-08,-5.47879348529141,2.52151323820726e-07,0,-10.6096106703969,-30.1561721036501,-49.0024269169393,-55.4385844100547,-1.96862908106433,-4.56640392506813,-6.56387442225452,55.4883148022502,0,0,17.5303515585941,-12.010215785472,16.4511193575111,38.0726314477473
"1955",-2.2009186153582e-05,-3.00266328281396e-05,-2.08554729965727e-05,-8.66123659193363e-06,-4.99805443473016,-1.83076740967181e-05,-6.92954840013871,-2.01949523983558e-05,0,-15.0960293418713,-57.439876355963,-128.503134663512,-111.440609818796,-1.43407632516011,-5.43074991829801,-5.25790534137692,76.4251676242953,0,0,21.8970320913075,-20.2940128715625,12.4485438842774,46.6339894111516
"1956",-9.88650712656636e-05,5.78123712102751e-05,-5.79609458668527e-05,0.000173266485319345,16.5775123945072,8.03485968958739e-06,173.187443150253,-6.12879910022457e-06,4.52716290055832e-06,-103.328527699654,-42.5030947802974,-505.501849168147,-287.482745681956,-19.070454724916,-30.8054705329587,-79.3673349145844,255.909914163985,0,0,63.0908564762311,-169.688348754389,876.995632993781,887.96736004615
"1957",5.19264631293481e-11,5.26964072378178e-09,1.12301847821072e-08,1.01939065189072e-07,1.15624760984107,-3.86742158298148e-07,1.37973274776829,-1.35571553983027e-11,-6.35088781564263e-09,-24.5895184787985,-30.5766444268523,-81.9666820980049,-69.6268077015964,-19.1351699335447,-33.0374406792874,-83.3662220304613,116.054181627512,27.3450771980234,34.3762083450767,23.7134959326845,-37.2887796769956,39.4526132062529,99.5760172548519
"1958",-6.53684338658422e-06,-4.46229933004361e-08,-2.64725252918652e-06,-5.3884743067556e-06,0.15719743049965,9.55601396412931e-06,0.558600515238282,9.22468655062402e-06,-2.39247469835391e-06,-27.8773921640556,-35.1565892094052,-140.851153808619,-87.7322852423909,-10.7960061879103,-40.6475790834672,-66.0344718509352,84.4436433065953,31.5424344522326,107.559857613339,25.4526642216893,-40.2274114892715,42.7686999205765,89.6319598617814
"1959",-1.15765828923031e-07,1.68620760234716e-05,-1.61163882239634e-09,1.6971950500988e-05,-9.66322644203506,7.71354538642299e-06,4.37700932329133,1.84124052964307e-05,7.33915328510193e-09,-11.831374381356,-32.8218301288528,-92.7938448714783,-82.0039637134444,-5.29499375364096,-8.47965068459567,-21.4985674918366,60.1831516982771,17.997301239177,74.7083556868903,15.30273018685,-5.62126367883112,-14.1902208460979,22.2591336350221
"1960",-0.000145603786563697,5.47771901437954e-06,-0.000110649714542888,-5.99672079033553e-05,38.1459751781263,-0.000422483736315371,199.595721978483,0.000157985705413921,5.46073727036856e-06,-172.824226170186,-334.840881410895,-1990.94606931212,-2205.8295822743,-97.5905435938936,-193.880515953602,-485.532925592222,894.49282275956,0,0,81.286824274187,-237.630447579194,247.506587027887,1435.54904634316
"1961",1.13515596922298e-09,2.8809771208671e-06,-2.10957997950345e-05,-2.77857736818987e-11,-17.3604500705676,2.11670680982934e-11,123.958124340108,-2.50769005560869e-09,-2.54452459103049e-10,-7.7955331892618,-78.3949068063326,-106.178289670109,-142.097051687335,-5.90471805913016,-18.5611332996921,-17.1991849173723,82.6642791263561,0,0,8.59159557694002,8.56043798068503,-147.726827436577,22.3024421323719
"1962",6.73922127703008e-06,2.03962798650537e-07,-2.80321046375321e-08,1.97199167075723e-05,-3.89113860720623,6.06410000614232e-06,-6.27518712593383,-1.16683622763958e-08,6.57380249435846e-06,-15.9905538063599,-60.8752094203132,-150.147841620665,-117.297247694109,-2.093702037226,-8.87424772185011,-11.0580606737928,67.0787241377818,0,0,19.7252143110057,-22.7934623558961,26.5672446724434,78.9896830462873
"1963",-0.000115393714935408,1.40911410539957e-06,9.0456921952864e-09,0.000562043997007322,2.3477742977239,0.000154124969299119,38.8651495143513,7.79584959786918e-06,-0.000228522339739357,-46.0622818948714,-34.3745682429043,-50.2983467938733,-64.9773055939697,-1.67870136395152,-6.13362428840011,-8.74215957127012,151.30758522989,0,0,34.9596425031404,-58.3523206891408,146.841256121558,151.819028068886
