"","time1","time2","time3","time4","time5","time6","time7","time8","time9","time10","time11","time12","time13","time14","time15","time16","time17","time18","time19","time20","time21","time22","time23","time24","time25","time26","time27","time28","time29","time30","time31","time32","time33","time34","time35","time36","time37","time38","time39","time40","time41","time42","time43","time44","time45","time46","time47","time48","time49","time50","time51","time52","time53","time54","time55","time56","time57","time58","time59","time60","time61","time62","time63","time64","time65","time66","time67","time68","time69","time70","time71","time72","time73","time74","time75","time76","time77","time78","time79","time80","time81","time82","time83","time84","time85","time86","time87","time88","time89","time90","time91","time92","time93","time94","time95","time96","time97","time98","time99","time100"
"time",10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
"mu_V_plasma",0.0871991989341356,0.115735101154963,0.13433680860512,0.145781512170849,0.152794379691211,0.157131852466546,0.159846587462369,0.161565720861257,0.162665172336856,0.163372600592516,0.163930831867868,0.164611113104619,0.165408408446886,0.166254182955365,0.167098602842771,0.167913947873976,0.168684932033029,0.169405607736731,0.170075070378725,0.170694131936984,0.171266022435857,0.171793985906728,0.172281235062868,0.172731511950999,0.173148318459436,0.173534712687634,0.173893933869535,0.17422807232652,0.17454014669877,0.174832277129243,0.175105923336111,0.175363525644913,0.175606445955443,0.175836102285206,0.176053916025439,0.176260963316736,0.176458087825018,0.176646659314581,0.17682734609939,0.177000579298164,0.17716754950546,0.17732846592216,0.177484170302837,0.177634967718936,0.177781454467877,0.177923946567287,0.175474532365418,0.169423087280467,0.161928212151626,0.155221996314627,0.151460353398848,0.14998479676279,0.149909762637757,0.150622019749544,0.151743469282014,0.153047431522417,0.15440273995726,0.155733631066337,0.156998439556987,0.158177051297198,0.159260497344968,0.160248182938008,0.161142609194375,0.161950902005708,0.162691882044364,0.163394679058286,0.164079327647006,0.164752972766611,0.165418967988025,0.16607913612493,0.166735921617815,0.167389587145915,0.168037940979539,0.168682915491312,0.169317201531503,0.169933332379536,0.170523441007967,0.17108257622058,0.17160895449966,0.172102796282594,0.172565100602081,0.17299772510167,0.173402971168094,0.173782148177011,0.174137984180412,0.174472137360157,0.174786633375523,0.175082713906305,0.175362712401313,0.175627477895236,0.175878575410667,0.176117397270981,0.176344427817527,0.176561337605295,0.17676863715138,0.17696756299607,0.177158254732316,0.177341755521111,0.177518722660637,0.177689535435237
"mu_V_inter",0.36935761638029,0.36526780767441,0.364537196865615,0.36462267961312,0.364889538125258,0.365151985726816,0.365364672810975,0.365525580382888,0.365643996235933,0.365730014167659,0.365804410928957,0.365874890438665,0.36597282109596,0.3661039701927,0.366265448736128,0.366451624468883,0.366658377838299,0.36688181991313,0.367119506309343,0.36736927414746,0.367629596302112,0.36789888196843,0.368176186204725,0.36846031758322,0.368750879491798,0.369047019489736,0.369348024911408,0.369653895154108,0.369963512297495,0.370277041903932,0.370593686861944,0.370913579832947,0.37123588504073,0.37156091664763,0.371888426669998,0.372217680468834,0.372549005776106,0.372881974196845,0.373216449521609,0.373552388196563,0.373889747564325,0.374228135603921,0.374567461998959,0.374908247989247,0.375249537971015,0.375591700776564,0.37570856042088,0.375547333767081,0.374861314113697,0.373921354839693,0.372796844676377,0.371820918204616,0.37104174373764,0.370431364338687,0.36995531213279,0.369582934832722,0.369291249065522,0.369063809613983,0.368887860976567,0.368754140953135,0.368655529795561,0.368586489398645,0.368542404108585,0.36852059485852,0.368518174450311,0.368534297771078,0.36857078585027,0.368628051788028,0.368706142085717,0.368803902533641,0.368920326141951,0.369054832760765,0.369208135255816,0.369379181795512,0.369567377798656,0.369771200546452,0.369989530445688,0.370220408318097,0.370462254226939,0.370713943559231,0.370974218522233,0.371241980518589,0.371516586688595,0.371797351219381,0.37208366562369,0.372375092324593,0.372671031132578,0.372970998361236,0.373275024927376,0.373582257590241,0.373893000156027,0.374206487217258,0.374522886404688,0.374841503754534,0.375162503075487,0.375485731142249,0.375810547873631,0.376137389322727,0.376465896942824,0.376795677034406
"mu_V_muscle",-0.550115688130359,-0.572866569434829,-0.582379012288267,-0.585978268003168,-0.586762028640725,-0.586136366919483,-0.584780907162915,-0.583041836257939,-0.581102858425146,-0.579065195539451,-0.57649052598992,-0.572413611247815,-0.566670989351721,-0.559322262779599,-0.550482056849504,-0.540279070668579,-0.528840036719336,-0.516284622445801,-0.502722198266913,-0.488252516331716,-0.472965861778288,-0.4569423911616,-0.440255273523263,-0.422969938731277,-0.405144718360911,-0.38683250996447,-0.368080406602403,-0.348930900936758,-0.329422321457136,-0.309589110249335,-0.289462035030908,-0.269069080358192,-0.24843499023456,-0.227583170174545,-0.20653320337847,-0.185304435801415,-0.163912796932089,-0.142373679610487,-0.120701108951856,-0.098906982995189,-0.0770026122288747,-0.0549985041488788,-0.0329037692882992,-0.010726450735801,0.0115251098269934,0.0338446299098891,0.0437099047421563,0.033022689014531,0.00477143391707505,-0.0333414330696003,-0.0703763302775665,-0.104155074040412,-0.134082760773162,-0.160149309720588,-0.182574062304495,-0.201656617918628,-0.217716242033187,-0.231062308408711,-0.24198291673289,-0.250741636499732,-0.257575749029937,-0.262698184740296,-0.266298964864548,-0.268541339103168,-0.269513381042356,-0.269227465786285,-0.267683631392103,-0.264886964467663,-0.260854784545199,-0.255609273767081,-0.249165578873726,-0.241540842111929,-0.232771489889555,-0.222885519773936,-0.211931763816387,-0.199975187551169,-0.187095915872604,-0.173372353655572,-0.158877936923308,-0.143680451425116,-0.127841429764843,-0.111417680804506,-0.0944601791050539,-0.077015889770506,-0.0591267888378993,-0.040831458844298,-0.0221651651828457,-0.00315921465532777,0.0161568729599959,0.0357571220734618,0.0556175769543133,0.0757162819146733,0.096032945679666,0.116549710295293,0.137249912333846,0.158118158016993,0.179140787192522,0.200304593346903,0.221598307412845,0.243011155023241
"mu_kgut",0.00946437447828195,0.0212863961425223,0.0332738281940352,0.0448268488174633,0.0557427163482063,0.0659696811286723,0.0755182209122899,0.0844229762838625,0.0927277584066786,0.100477675210941,0.107495458290141,0.113055467721127,0.116958301493039,0.119349809106865,0.120428617176212,0.120396257633741,0.119438898777212,0.117722329316959,0.115390867988618,0.112568376971754,0.1093617846923,0.1058609131886,0.102141699464024,0.0982687346487697,0.0942956718018686,0.0902673221798835,0.0862207533244918,0.0821864022988475,0.0781892329687137,0.0742493946470457,0.0703834252261656,0.0666038168689946,0.0629202697516792,0.0593404885112046,0.0558698613284909,0.0525119490180135,0.0492692808733276,0.0461426260863624,0.0431321446137147,0.0402372714225108,0.0374564690133603,0.0347880251339128,0.0322295860064847,0.0297785943537203,0.0274320744659692,0.0251870393505773,0.0323125232436001,0.0645237272458324,0.127666893027551,0.207963883349894,0.284057656521257,0.352093580497307,0.411314805890179,0.462057111352187,0.505038633690404,0.541081070534908,0.570992916025063,0.59552267239857,0.615345386048132,0.631057910797331,0.643185809471869,0.652186833125735,0.658460491994124,0.662270640008089,0.663379036494113,0.661896481672904,0.658032233302776,0.652061828474718,0.644283309582558,0.634903503373655,0.624054733951026,0.611951003597329,0.598740477578086,0.584525103908092,0.569928840638703,0.555444300622687,0.541232035037358,0.527374151193104,0.513916811014705,0.500887003085203,0.488299384349519,0.476161381304286,0.464475020501558,0.453237470066993,0.442444228544917,0.432087487343412,0.422158239675726,0.412645250995475,0.403538482685343,0.394824420923265,0.386491621184855,0.378526353199768,0.370915711112222,0.363646736811597,0.356706616677021,0.350081942962675,0.343760341311219,0.337729143923725,0.331976699786782,0.326490623879271
"mu_Km",-0.0673581369807823,-0.0686870725769056,-0.0693747164218313,-0.0698604725830579,-0.0702894482010234,-0.0707065238055295,-0.0711250852760509,-0.0715485221488626,-0.0719761081362223,-0.0724067076052382,-0.0728017055724652,-0.0731315457337002,-0.0734361643437069,-0.0737368451496761,-0.0740435858260097,-0.0743609799973489,-0.0746907586951686,-0.0750334829775949,-0.0753884999889394,-0.0757552817072967,-0.0761328988631391,-0.0765206984443863,-0.0769178102152882,-0.0773231557554982,-0.0777361175048574,-0.0781561119686736,-0.0785824632100873,-0.0790144120710581,-0.0794516899788543,-0.0798935557967278,-0.0803402507347897,-0.0807905650689255,-0.0812445520075296,-0.0817018990491386,-0.0821623043517847,-0.0826255937560462,-0.0830912630671215,-0.0835593507054412,-0.084029697976549,-0.0845019950302764,-0.0849762648778604,-0.0854523834475365,-0.0859301032579157,-0.0864091901650254,-0.0868898421356334,-0.0873718183516362,-0.0887900802361741,-0.0909245215038092,-0.0933053826163406,-0.0952939593129941,-0.0965503054441331,-0.0974315865250489,-0.098110745515453,-0.0986773904131883,-0.0991778674994934,-0.0996386634453453,-0.100074959438747,-0.10049553021723,-0.10090498178856,-0.101306899343617,-0.101703200340843,-0.102094684557436,-0.102482107266763,-0.102865073423084,-0.103241217548107,-0.10360718674616,-0.103963780717188,-0.104313416750077,-0.104657597857472,-0.104999299531566,-0.105341121425411,-0.1056828360811,-0.106027224574676,-0.106375921802087,-0.106729776272442,-0.107091270646791,-0.10746169413391,-0.107840885303081,-0.108228927604349,-0.108625419223173,-0.109029765052543,-0.109441658140302,-0.109860196599203,-0.110284941333682,-0.110715575462162,-0.111151452001683,-0.111592225105685,-0.112037595132932,-0.112487123438959,-0.112940237549401,-0.113397114581745,-0.113857280894586,-0.114320389570807,-0.114786440506329,-0.1152549567361,-0.115725911742487,-0.11619921800067,-0.116674608761657,-0.117151953635368,-0.117631224166791
"mu_Vmax",0.00178988324108181,0.00144268022229329,0.000768267833220477,0.000404605626503724,0.000210834140085709,0.000105241002163794,4.56999239586225e-05,1.16880492389839e-05,-8.39761394323089e-06,-2.04305529940285e-05,-9.11804002697352e-05,-0.000204292452850154,-0.00032268453908695,-0.000438024077260209,-0.0005464266160932,-0.0006471398049285,-0.000740235114549833,-0.000825397723497801,-0.000903722993599118,-0.000975669604350472,-0.00104174141383646,-0.00110272505534718,-0.00115883991791986,-0.00121068331657065,-0.00125862620414047,-0.00130301631786301,-0.00134465428065856,-0.00138307240918252,-0.00141913052191089,-0.00145290570217193,-0.00148477055303162,-0.00151449925361794,-0.00154267404054501,-0.00156958034110973,-0.00159484258300195,-0.00161908694528522,-0.00164214456701843,-0.00166417492676354,-0.00168546185146097,-0.00170560345911336,-0.00172529782011708,-0.00174414970979507,-0.00176247644933451,-0.00178019480066823,-0.00179760192509274,-0.00181420451759341,-0.000421539954555939,0.000852479589333129,0.00203783473101285,0.00237309054757058,0.00229470995863112,0.00209909519388006,0.00186220144929892,0.00161903778619831,0.00138488503574132,0.00116560903053788,0.000964297515081867,0.000780734372323266,0.000614879987048184,0.000465407826719812,0.000331402596752554,0.000210860404759472,0.000103037887294633,5.08372830526584e-06,-8.85990691452036e-05,-0.000182454566804239,-0.000275595997165823,-0.00036855263888657,-0.000460147417646354,-0.00054991311200898,-0.000637796441397825,-0.000725190929235751,-0.000811936287958545,-0.000896161783027921,-0.000977657363605715,-0.00105441169678895,-0.00112613566872987,-0.00119291668283883,-0.0012551399799968,-0.00131311032838836,-0.00136707965327587,-0.00141751556882008,-0.00146446613850763,-0.00150853147957699,-0.00154983298051538,-0.00158869397427655,-0.00162505640817875,-0.0016596750200072,-0.00169214779196058,-0.00172288069166807,-0.00175216810880109,-0.0017800359550501,-0.00180654607404036,-0.00183190737678451,-0.00185616565689071,-0.00187930394984672,-0.00190169514907082,-0.00192326113896596,-0.00194393983836913,-0.00196403602185815
"mu_m_K_ALDO",-0.275021569990703,-0.303558843224011,-0.318942344947387,-0.327597667114553,-0.332767836211029,-0.336051392520744,-0.338276777480694,-0.339892306748146,-0.341147777483166,-0.342186957014422,-0.343292227498067,-0.344646949094859,-0.346106197329901,-0.34758927359616,-0.349060864224486,-0.350504129364324,-0.351912455288284,-0.353284156731341,-0.35462002532863,-0.355921914396776,-0.357192758585601,-0.358434748708123,-0.359650702229457,-0.360843225807384,-0.362014451173708,-0.363166510122115,-0.364301223579404,-0.365420739678814,-0.366526192005079,-0.367619305295128,-0.368701236591606,-0.369772755931485,-0.370835811663884,-0.371890400358919,-0.372937840659644,-0.373978459335748,-0.375013262879687,-0.376042815429195,-0.377067492034238,-0.37808757106915,-0.379103995366319,-0.380116668363271,-0.381126304117104,-0.382132992827541,-0.383136820512372,-0.384138546595507,-0.380348646039339,-0.373199173291029,-0.364582932314096,-0.357645947185619,-0.353906344452015,-0.351870933329785,-0.350805125262229,-0.350321826083138,-0.350206681318573,-0.35033627823206,-0.350637588856228,-0.35106551703112,-0.351591368523898,-0.352196880463424,-0.352869032735417,-0.3535992124146,-0.354381380881856,-0.355212941603369,-0.356108580726819,-0.357080585026497,-0.358126581678526,-0.359236256850387,-0.36039796311906,-0.361603237768444,-0.36284294918589,-0.364110620189486,-0.365397937567302,-0.366697588826903,-0.367999944649989,-0.369292952666488,-0.370568271419924,-0.371822743128093,-0.37305537550313,-0.374266964409626,-0.37545863122867,-0.376631151028509,-0.377786400365365,-0.378925722826824,-0.38005040274794,-0.381161939938052,-0.382261166962606,-0.383349319783667,-0.384427517944298,-0.385496602236214,-0.386557411875322,-0.387610319113276,-0.388656844527038,-0.389696717081579,-0.39073089704701,-0.391759972391235,-0.39278420585646,-0.393804033692513,-0.394820002713684,-0.395832242545507
"mu_P_ECF",0.0339742244880649,0.0347525566119289,0.0280817189115897,0.0212698600178658,0.0158344500557496,0.011818724734483,0.00893987694361283,0.00689857031050424,0.00545480341358137,0.00443105908789235,0.00364555422039311,0.00281209795571273,0.00185047610984985,0.000799548860068441,-0.000290601413894635,-0.00138496171899128,-0.00246059858230596,-0.00350369376078291,-0.00450827206896325,-0.00547155333547707,-0.0063932926456524,-0.0072750840761574,-0.00811926075600942,-0.00892832963945983,-0.00970514371335418,-0.0104527230120836,-0.0111734344557884,-0.0118697746748953,-0.012544302336011,-0.0131990762854086,-0.0138359648439304,-0.0144568279001612,-0.0150631460240438,-0.0156563437045824,-0.0162380755397511,-0.0168089626397539,-0.0173702084840905,-0.0179230046272519,-0.0184677251450436,-0.0190056711329583,-0.019537229507284,-0.0200627850113314,-0.0205834364564309,-0.0210992215654641,-0.0216106054158706,-0.0221180542391082,-0.0211219815425165,-0.016214748817921,-0.00893932642090547,-0.00110950990940036,0.00453178072790917,0.00772649105853144,0.00910905911289135,0.0093000030371696,0.00875606416425957,0.00778723681354382,0.00659543050169067,0.00530879911716737,0.00400746770322698,0.00273865512215058,0.00153042718879827,0.000395781121551423,-0.000658926441911788,-0.00163432869658642,-0.0025419524723229,-0.00340758481041355,-0.00425394436064603,-0.00509460097776588,-0.00593674529038545,-0.00678515837830393,-0.00764217124552646,-0.00850930701588641,-0.00938537135157561,-0.0102717541010458,-0.0111633992861557,-0.0120541380283205,-0.012934711519974,-0.0137978916290965,-0.014638994319717,-0.0154561321854286,-0.0162484124104265,-0.0170158612035759,-0.0177594595457512,-0.0184805350713302,-0.0191805207033845,-0.0198609308406373,-0.0205230303310888,-0.0211684345476756,-0.0217986983322598,-0.0224143155616122,-0.0230181086352778,-0.0236095988789569,-0.0241906621908945,-0.0247618032273913,-0.0253239623745498,-0.0258782351757218,-0.0264249448135839,-0.0269648770429995,-0.0274986525891236,-0.028026844424373
"mu_FF",-0.000645666123239437,-0.0014206726605825,-0.00217339914950483,-0.00286563787014053,-0.00348801837319489,-0.00404181423529664,-0.00453127397993234,-0.00496285879609126,-0.00534246413151682,-0.0056760854453178,-0.00585649843741997,-0.00591776116950125,-0.00594706817402556,-0.00596152433108124,-0.0059688793281955,-0.00597247654673275,-0.00597417785433417,-0.00597480713167839,-0.00597472714792642,-0.00597405925329031,-0.00597323109253472,-0.00597246848825483,-0.00597150569413341,-0.00597051795755532,-0.00596925659607439,-0.00596829033100502,-0.00596724375642711,-0.00596616214471236,-0.00596492894097777,-0.0059638156294571,-0.00596272237238311,-0.00596163688806398,-0.0059603480387097,-0.0059593344325686,-0.00595818225157069,-0.00595710199105797,-0.00595592424296474,-0.00595484769224635,-0.0059535784096431,-0.00595254494061716,-0.00595133112165399,-0.00595020360515028,-0.00594908747277835,-0.00594789136849968,-0.00594676409088724,-0.005945682743354,-0.00795703759343479,-0.0246757518936439,-0.0604471343447009,-0.107916629577107,-0.154659542279691,-0.198120906992891,-0.237533408450365,-0.272791680063099,-0.304053967181497,-0.331579944550503,-0.355661517607641,-0.376590713898285,-0.394646465094603,-0.41008706566227,-0.423151626028423,-0.434056588812213,-0.442999185875181,-0.450163417539545,-0.455764645076338,-0.460053998167836,-0.463263194058393,-0.465599441011338,-0.467236366830526,-0.468317897803889,-0.468978074414645,-0.469338220298598,-0.469491555315403,-0.469527275384646,-0.469500967469619,-0.469446838171205,-0.46937839161438,-0.469301776931406,-0.469220806553787,-0.469137077653763,-0.469051789360104,-0.468965653148903,-0.468878992121752,-0.468792190748841,-0.468704980543397,-0.468618019751518,-0.468530907951282,-0.468443851171188,-0.468357101462173,-0.468269885535718,-0.468183075614145,-0.468096509664711,-0.468009798748443,-0.467922980248481,-0.467836652547318,-0.467749998182421,-0.467663606599743,-0.467577394668896,-0.467490969332469,-0.467404721775192
